codigo_actual,codigo_nuevo_propuesto,tipo_propuesto,familia_codigo_propuesta,familia_nombre_propuesta,subfamilia_propuesta,familia_actual,descripcion,unidad_medida,merma,precio_unidad,proveedor_precio,formato_compra,cantidad_formato_compra,unidad_formato_compra,precio_formato_compra,fecha_precio,url_precio,observaciones_precio,estado_revision,motivo_revision
ING-0303,ING-FV-0024,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,"BROTES SAKURA MIX 1,6KG makro",kg,5.00,14.3312,MAKRO,"Brote Sakura caja 1,6 kg",1.6000,kg,22.9300,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X56814/0032/0021/Brote-sakura-caja-1-6kg,"Precio con IVA/IGIC incluido. Convertido a €/kg. Producto fresco delicado, merma por selección.",propuesto,familia o palabras clave verduras
ING-0304,ING-FV-0025,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,BULBO DE HINOJO,kg,0.00,0.8600,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0305,ING-FV-0026,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CALABACIN VERDE,kg,8.00,1.8500,CONSUM,Calabacín verde,1.0000,kg,1.8500,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0306,ING-FV-0027,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CALABAZA CHATA,kg,25.00,1.9900,CONSUM,Calabaza entera,1.0000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,Precio con IVA. €/kg indicado por tienda. Merma por piel y semillas.,propuesto,familia o palabras clave verduras
ING-0307,ING-FV-0028,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CALÇOT 25PZ,kg,0.00,5.5000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0308,ING-FV-0029,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CANONIGOS 100 G sh levante,kg,5.00,9.6000,CONSUM,CONSUM canónigos bolsa 125 g,0.1250,kg,1.2000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0309,ING-FV-0030,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CARDO,kg,0.00,9.8800,CONSUM,FINDUS cardo 400 g congelado,0.4000,kg,3.9500,2026-06-13,https://tienda.consum.es/es/c/congelados/frutas-verduras/2514?page=2,Producto congelado limpio. Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0310,ING-FV-0031,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CEBOLLA,kg,10.00,1.8000,CONSUM,Cebolla seca malla,2.0000,kg,3.6000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda. Merma por piel y raíz.,propuesto,familia o palabras clave verduras
ING-0311,ING-FV-0032,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CEBOLLA CHALOTA PELADA 250G,kg,8.00,2.9800,CONSUM,Cebolla francesa malla,0.5000,kg,1.4900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Equivalente a chalota/cebolla francesa. Precio con IVA. €/kg.,propuesto,familia o palabras clave verduras
ING-0312,ING-FRU-0002,ING,FRU,Frutas,Frutas,VERDURAS,CEBOLLA MORADA 1K,kg,10.00,2.8000,CONSUM,Cebolla morada malla,0.5000,kg,1.4000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave fruta
ING-0313,ING-FV-0033,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VARIOS,CEBOLLETA TIERNA BLANCA,kg,20.00,4.5000,CONSUM,Cebolleta tierna,0.5000,kg,2.2500,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0314,ING-FV-0034,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CEBOLLINO 125,kg,10.00,90.0000,CONSUM,EL DULZE cebollino bandeja 20 g,0.0200,kg,1.8000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,"Precio con IVA. Convertido desde 9,00 €/100 g a €/kg.",propuesto,familia o palabras clave verduras
ING-0315,ING-FV-0035,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CEBOLLITA GUARNICION,kg,15.00,2.9800,CONSUM,Cebolla francesa malla,0.5000,kg,1.4900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Equivalente a cebollita de guarnición. Precio con IVA. €/kg.,propuesto,familia o palabras clave verduras
ING-0316,ING-FV-0036,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CHAMPIÑÓN K,kg,5.00,5.7900,CONSUM,Champiñón granel,1.0000,kg,5.7900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0317,ING-FV-0037,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CHAMPIÑON PORTOBELLO,kg,5.00,7.9600,CONSUM,Champiñón portobello bandeja,0.2500,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0318,ING-LEG-0001,ING,LEG,Legumbres,Legumbres,VERDURAS,CHILE HABANERO VERDE,kg,10.00,16.9000,CONSUM,Pimiento picante bandeja,0.1000,kg,1.6900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,Equivalente a chile/habanero. Precio con IVA. €/kg.,propuesto,palabras clave legumbres
ING-0319,ING-FV-0038,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CHIRIVIA,kg,15.00,3.3900,CONSUM,Chirivía granel,1.0000,kg,3.3900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0320,ING-FV-0039,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,CHOI SUM ( ACELGA CHINA),kg,0.00,0.6000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0321,ING-ESP-0003,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VERDURAS,CILANTRO 125G,kg,15.00,62.5000,CONSUM,EL DULZE cilantro bandeja 20 g,0.0200,kg,1.2500,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,"Precio con IVA. Convertido desde 6,25 €/100 g a €/kg.",propuesto,palabras clave especias/sal/aromáticos
ING-0322,ING-BEB-0002,ING,BEB,Bebidas y líquidos,Bebidas y líquidos,VERDURAS,CITRONELA LEMON-GRAS 300G,kg,0.00,8.5000,,,,,,,,,propuesto,familia o palabras clave bebidas/líquidos
ING-0323,ING-FV-0040,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,COGOLLOS TUDELA 3PIEZAS,kg,12.00,3.6100,CONSUM,Cogollos 3 unidades 330 g aprox.,0.3300,kg,1.1900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=2,Precio con IVA. €/kg indicado por tienda. Merma por hojas exteriores/base.,propuesto,familia o palabras clave verduras
ING-0324,ING-FV-0041,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,COL CHINA,kg,18.00,1.8000,CONSUM,Repollo liso entero,1.0000,kg,1.8000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Equivalente a col china/repollo. Precio con IVA. Revisar si se requiere pak choi/col china real.,propuesto,familia o palabras clave verduras
ING-0325,ING-FV-0042,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,COL DE BRUSELAS 1K,kg,0.00,7.4800,CONSUM,FINDUS coles de Bruselas 400 g congeladas,0.4000,kg,2.9900,2026-06-13,https://tienda.consum.es/es/c/congelados/frutas-verduras/2514?page=2,Producto congelado limpio. Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0326,ING-FV-0043,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,COL KALE,kg,20.00,1.9900,CONSUM,Col rizada pieza,1.0000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Equivalente a kale/col rizada. Precio con IVA. €/kg.,propuesto,familia o palabras clave verduras
ING-0327,ING-FV-0044,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,COL LOMBARDA PIEZA +/-2K,kg,15.00,1.9900,CONSUM,Col lombarda pieza,1.0000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=5,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0328,ING-CAR-0151,ING,CAR,Carnes y aves,Carnes y aves,VERDURAS,COL REPOLLO LISO 1PIEZA 2K,kg,15.00,1.8000,CONSUM,Repollo liso entero,1.0000,kg,1.8000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=4,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave carnes
ING-0329,ING-CAR-0152,ING,CAR,Carnes y aves,Carnes y aves,VERDURAS,COL REPOLLO RIZADO,kg,20.00,1.9900,CONSUM,Col rizada pieza,1.0000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave carnes
ING-0330,ING-FV-0045,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,COLI NABO/COLIRABANO,kg,20.00,3.1000,CONSUM,Nabicol granel,1.0000,kg,3.1000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Equivalente a coli-nabo/colirrábano. Precio con IVA. €/kg.,propuesto,familia o palabras clave verduras
ING-0331,ING-FRU-0003,ING,FRU,Frutas,Frutas,VERDURAS,COLIFLOR MORADA,kg,30.00,2.2000,CONSUM,Coliflor granel,1.0000,kg,2.2000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Equivalente a coliflor morada. Precio con IVA. €/kg.,propuesto,familia o palabras clave fruta
ING-0332,ING-FV-0046,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,COLIFLOR unidades,kg,30.00,2.2000,CONSUM,Coliflor granel,1.0000,kg,2.2000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=7,Precio con IVA. €/kg indicado por tienda. Merma por hojas/tronco.,propuesto,familia o palabras clave verduras
ING-0333,ING-BEB-0003,ING,BEB,Bebidas y líquidos,Bebidas y líquidos,VERDURAS,DIENTE DE LEON,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave bebidas/líquidos
ING-0334,ING-FV-0047,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ENDIVIA BLANCA 700G,kg,15.00,4.4200,CONSUM,Endibia bandeja,0.4500,kg,1.9900,2026-06-13,https://tienda.consum.es/es/g/tabla-para-brunch/RECBRUNCH25,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0335,ING-FV-0048,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ENDIVIA ROJA 300G,kg,15.00,4.4200,CONSUM,Endibia bandeja,0.4500,kg,1.9900,2026-06-13,https://tienda.consum.es/es/g/tabla-para-brunch/RECBRUNCH25,"Equivalente a endivia roja, sin precio específico. Revisar si se requiere roja.",propuesto,familia o palabras clave verduras
ING-0336,ING-FV-0049,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ENELDO 125G,kg,10.00,102.5000,CONSUM,CONSUM eneldo 20 g,0.0200,kg,2.0500,2026-06-13,https://tienda.consum.es/es/g/combo-de-tortitas/RECTORT25,"Precio con IVA. Convertido desde 10,25 €/100 g a €/kg.",propuesto,familia o palabras clave verduras
ING-0337,ING-FV-0050,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ESCAROLA FRISSE 500G,kg,20.00,6.6300,CONSUM,Escarola frisee bandeja,0.3000,kg,1.9900,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=6,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0338,ING-FV-0051,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ESPARRAGO BLANCO 25u=2k,kg,30.00,13.0000,CONSUM,Espárrago grueso fresco,0.3000,kg,3.9000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/esparragos/2200,Equivalente a espárrago blanco/fresco por falta de blanco fresco. Revisar producto.,propuesto,familia o palabras clave verduras
ING-0339,ING-FV-0052,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ESPARRAGO VERDE FINO,kg,20.00,9.8000,CONSUM,Espárrago triguero,0.2500,kg,2.4500,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/esparragos/2200,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0340,ING-FV-0053,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ESPARRAGO VERDE jumbo 250 G,kg,20.00,13.0000,CONSUM,Espárrago grueso,0.3000,kg,3.9000,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/esparragos/2200,Precio con IVA. €/kg indicado por tienda.,propuesto,familia o palabras clave verduras
ING-0341,ING-FRU-0004,ING,FRU,Frutas,Frutas,VERDURAS,ESPINACAS ENTERAS,kg,0.00,1.4500,,,,,,,,,propuesto,familia o palabras clave fruta
ING-0342,ING-FV-0054,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ESTRAGON 125G,kg,0.00,1.8000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0343,ING-FV-0055,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,FLOR DE CALABACIN 10 UNIDADES,kg,0.00,11.0000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0344,ING-FV-0056,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,FLORES MIX 20G makro,kg,0.00,278.0000,MAKRO,Mix de flores comestibles en estuche 20 g,0.0200,kg,5.5600,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X59806/0032/0021/Mix-de-flores-comestibles-en-estuche-20g,Precio con IVA/IGIC incluido. Convertido a €/kg. Producto de decoración comestible.,propuesto,familia o palabras clave verduras
ING-0345,ING-FV-0057,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,FLORES PENSAMIENTOS 30 UNID,ud,0.00,0.2160,MAKRO,METRO Chef pensamiento mini bandeja 30 piezas,30.0000,ud,6.4800,2026-06-13,https://www.makro.es/productos/verduras/flores,Precio con IVA indicado en página Makro. Normalizado a €/unidad.,propuesto,familia o palabras clave verduras
ING-0346,ING-FV-0058,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GALANGA,kg,0.00,2.0000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0347,ING-FV-0059,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GARROFON,kg,0.00,3.1000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0348,ING-FV-0060,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GERMINADO DE ALFALFA 80G makro,kg,0.00,1.2100,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0349,ING-FV-0061,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GERMINADO DE COL ROJA 95G makro,kg,0.00,2.5000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0350,ING-FV-0062,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GERMINADO DE SOJA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0351,ING-FV-0063,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GERMINADO RABANO 95 G,kg,0.00,6.9500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0352,ING-FV-0064,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GERMINADO REMOLACHA sh,kg,0.00,2.7500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0353,ING-FV-0065,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GERMINADO WASABI,kg,0.00,0.0000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0354,ING-FV-0066,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,GRELOS,kg,0.00,1.8500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0355,ING-LEG-0002,ING,LEG,Legumbres,Legumbres,VERDURAS,GUISANTE FRESCO TEMPORADA,kg,0.00,19.0500,,,,,,,,,propuesto,palabras clave legumbres
ING-0356,ING-LEG-0003,ING,LEG,Legumbres,Legumbres,VERDURAS,HABAS,kg,0.00,,,,,,,,,,propuesto,palabras clave legumbres
ING-0357,ING-FV-0067,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,HIERBA LUISA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0358,ING-ESP-0004,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VERDURAS,HIERBABUENA 125G,kg,0.00,2.7600,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0359,ING-FV-0068,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,HINOJO DE MAR,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0360,ING-FV-0069,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,HINOJO hierba fresca aromatica,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0361,ING-FV-0070,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,HOJA DE ROBLE,kg,0.00,0.9500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0362,ING-FRU-0005,ING,FRU,Frutas,Frutas,VERDURAS,HOJA LIMA KAFFIR 100 GR,kg,0.00,3.2500,,,,,,,,,propuesto,familia o palabras clave fruta
ING-0363,ING-FV-0071,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ICEBERG,kg,0.00,0.9500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0364,ING-ESP-0005,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VERDURAS,JENGIBRE,kg,0.00,2.8500,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0365,ING-LEG-0004,ING,LEG,Legumbres,Legumbres,VERDURAS,JUDIA SUGAR SNAP,kg,0.00,1.0000,,,,,,,,,propuesto,palabras clave legumbres
ING-0366,ING-LEG-0005,ING,LEG,Legumbres,Legumbres,VERDURAS,JUDIA TAVELLA,kg,0.00,6.9000,,,,,,,,,propuesto,palabras clave legumbres
ING-0367,ING-LEG-0006,ING,LEG,Legumbres,Legumbres,VERDURAS,JUDIA VERDE PERONA,kg,0.00,3.0500,,,,,,,,,propuesto,palabras clave legumbres
ING-0368,ING-LEG-0007,ING,LEG,Legumbres,Legumbres,VERDURAS,JUDIA VERDE PLANA ROCHET,kg,0.00,4.9500,,,,,,,,,propuesto,palabras clave legumbres
ING-0369,ING-LEG-0008,ING,LEG,Legumbres,Legumbres,VERDURAS,JUDIA VERDE REDONDA BOBY,kg,0.00,5.7500,,,,,,,,,propuesto,palabras clave legumbres
ING-0370,ING-ESP-0006,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VERDURAS,LAUREL,kg,0.00,,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0371,ING-FV-0072,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,LECHUGA ROMANA 2UN,kg,0.00,1.8500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0372,ING-FV-0073,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,LOLLO ROSSO,kg,0.00,1.0400,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0373,ING-FV-0074,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,MAIZ MAZORCA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0374,ING-FV-0075,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,MEJORANA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0375,ING-FV-0076,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,MELISA,kg,0.00,,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0376,ING-ESP-0007,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VERDURAS,MENTA 125G,kg,0.00,1.2500,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0377,ING-FV-0077,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,MERTENSIA ( hoja ostra) 35unidades,kg,0.00,18.0500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0378,ING-BEB-0004,ING,BEB,Bebidas y líquidos,Bebidas y líquidos,VERDURAS,MICROBROTE MIZUMA 100 g,kg,0.00,6.9500,,,,,,,,,propuesto,familia o palabras clave bebidas/líquidos
ING-0379,ING-BEB-0005,ING,BEB,Bebidas y líquidos,Bebidas y líquidos,VERDURAS,MICROBROTE RABANO 50 G,kg,0.00,6.9500,,,,,,,,,propuesto,familia o palabras clave bebidas/líquidos
ING-0380,ING-BEB-0006,ING,BEB,Bebidas y líquidos,Bebidas y líquidos,VERDURAS,MICROBROTE TATSOI 50G,kg,0.00,3.9500,,,,,,,,,propuesto,familia o palabras clave bebidas/líquidos
ING-0381,ING-BEB-0007,ING,BEB,Bebidas y líquidos,Bebidas y líquidos,VERDURAS,MICROBROTE ZANAHORIA 50G,kg,0.00,3.9500,,,,,,,,,propuesto,familia o palabras clave bebidas/líquidos
ING-0382,ING-FV-0078,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,MICROMEZCLUM SUAVE 60G,kg,0.00,3.9500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0383,ING-FV-0079,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,MUSGO DE IRLANDA FRESCO 500G,kg,0.00,9.6500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0384,ING-FV-0080,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,NABO BLANCO,kg,0.00,1.2500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0385,ING-FV-0081,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,NABO DAIKON,kg,0.00,1.9500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0386,ING-FV-0082,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,NAPICOL,kg,0.00,2.1000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0387,ING-FV-0083,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ÑAME,kg,0.00,0.9000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0388,ING-FV-0084,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,ÑORAS +/-400G,kg,0.00,10.8500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0389,ING-ESP-0008,ING,ESP,"Especias, sales y aromáticos",Especias y aromáticos,VERDURAS,OREGANO,kg,0.00,,,,,,,,,,propuesto,palabras clave especias/sal/aromáticos
ING-0390,ING-FV-0085,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,OXALIS FLOR,kg,0.00,4.5000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0391,ING-FV-0086,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,PACK CHOI,kg,0.00,3.0500,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0392,ING-FV-0087,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,PATATA AGRIA CEPILLADA 25K,kg,0.00,0.8200,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0393,ING-FV-0088,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,PATATA MINI TORNEAR,kg,0.00,3.2000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0394,ING-FV-0089,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,VERDURAS,PATATA RATTE,kg,0.00,3.8000,,,,,,,,,propuesto,familia o palabras clave verduras
ING-0395,ING-BEB-0008,ING,BEB,Bebidas y líquidos,Bebidas y líquidos,VERDURAS,PATATA VIOLETTE 1K,kg,0.00,3.9500,,,,,,,,,propuesto,familia o palabras clave bebidas/líquidos
ING-0396,ING-FV-0090,ING,FV,"Frutas, verduras y hierbas",Verduras y hierbas,SIN CLASIFICAR,PEPINO,ud,0.00,1.5500,,,,,,,,,propuesto,familia o palabras clave verduras
