codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,estado_master,lote_origen,archivo_origen
ING-0731,ALUBIA NEGRA 500g mercadona,0.0,3.1,CONSUM,LUENGO alubia negrita paquete 500 g,1.55,500 g,2026-06-13,https://tienda.consum.es/es/p/garbanzo-lechoso-paquete/7316763,Precio con IVA. €/kg indicado por tienda. Equivalente a alubia negra.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0732,ALUBIA PINTA,0.0,2.4,CONSUM,CONSUM alubia pinta paquete 1 kg,2.4,1 kg,2026-06-13,https://tienda.consum.es/es/p/garbanzo-lechoso-paquete/7316763,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0733,"APIO RALLADO CONSERVA 1,5KG",0.0,2.3,CONSUM,HUERCASA remolacha cocida y pelada 500 g,1.15,500 g,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=3,Producto de conserva/refrigerado equivalente a raíz rallada/cocida. Precio con IVA. €/kg indicado por tienda. Revisar por ser apio rallado.,ACTUALIZABLE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0734,ARROZ ARBORIO 1KG,0.5,3.7,CONSUM,SCOTTI arroz risotto arborio 500 g,1.85,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/arroz/1640,Precio con IVA. Producto equivalente. Convertido a €/kg desde 500 g.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0735,ARROZ REDONDO,0.5,1.69,CONSUM,LA FALLERA arroz redondo 1 kg,1.69,1 kg,2026-06-13,https://tienda.consum.es/es/p/arroz-redondo/302489,Precio con IVA. €/kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0736,ARROZ BASMATI 1k,0.5,2.1,CONSUM,CONSUM arroz basmati 1 kg,2.1,1 kg,2026-06-13,https://tienda.consum.es/es/p/arroz-basmati/7095610,Precio con IVA. €/kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0737,ARROZ BOMBA 1k,0.5,5.09,CONSUM,CONSUM arroz bomba paquete 1 kg,5.09,1 kg,2026-06-13,https://tienda.consum.es/es/p/arroz-bomba-paquete/7164762,Precio con IVA. €/kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0738,ARROZ INTEGRAL BOLSA 1KG,0.5,1.69,CONSUM,CONSUM arroz integral 1 kg,1.69,1 kg,2026-06-13,https://tienda.consum.es/es/p/arroz-integral/7413370,Precio con IVA. €/kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0739,ARROZ ROJO,,,PENDIENTE,,,,2026-06-13,,No localizado precio oficial claro en Makro/Consum/Mercadona para esta revisión.,PENDIENTE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0740,ARROZ SUSHI JAPON 500G,0.5,3.8,CONSUM,Arroz sushi paquete 500 g,1.9,500 g,2026-06-13,https://tienda.consum.es/es/p/arroz-sushi-paquete/7371094,Precio con IVA. Convertido a €/kg desde 500 g.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0741,ARROZ SUSHI JAPON 5K,0.5,1.882,MAKRO,METRO Chef arroz para sushi bolsa 5 kg,9.41,5 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X143539/0032/0021/METRO-Chef-Arroz-para-sushi-en-bolsa-5-Kg,Precio con IVA/IGIC incluido. Convertido a €/kg desde 5 kg.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0742,ATUN ACEITE VEGET. ARO 650,0.0,8.4462,MAKRO,ARO atún aceite vegetal 650 g neto escurrido,5.49,650 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X295675/0032/0021/aro-at%C3%BAn-aceite-vegetal-650-gne-%28900-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg desde 650 g netos.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0743,AZAFRAN HEBRA POTE 4SB 100MG,0.0,9138.89,CONSUM,"SABATER azafrán en hebras caja 0,36 g",3.29,"0,36 g",2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido a €/kg desde 0,36 g; revisar porque el valor por kg es muy alto por formato.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0744,CACAHUETE FRITO 1K,0.0,3.6,CONSUM,CONSUM cacahuete repelado frito 250 g,0.9,250 g,2026-06-13,https://tienda.consum.es/es/p/cacahuete-repelado-frito-paquete/7367022,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0745,CALDO SOLUBLE HS 1KG #POLLO,0.0,5.49,MAKRO,METRO Chef caldo soluble pollo cubo 1 kg,5.49,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X128196/0033/0021/METRO-Chef-caldo-soluble-pollo-cubo-1kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0746,CALDO VEGETAL POLVO KNORR 1KG,0.0,7.8,MAKRO,KNORR Professional caldo vegetal en polvo 1 kg,7.8,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X164137/0032/0021/Knorr-Professional-caldo-vegetal-en-polvo-1kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0747,CARNE PIMIENTO CHORICERO 140G X3,0.0,11.06,CONSUM,LEYENDA carne pimiento choricero frasco 180 g,1.99,180 g,2026-06-13,https://tienda.consum.es/es/p/carne-pimiento-choricero-frasco/7305584,Precio con IVA. €/kg indicado por tienda. El inventario indica 140 g x3; se usa equivalente 180 g.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0748,CEBOLLA FRITA CRUJIENTE 1 kG,0.0,15.9,CONSUM,ARGENTE cebolla crujiente bote 100 g,1.59,100 g,2026-06-13,https://tienda.consum.es/es/p/cebolla-crujiente-bote/7196520,"Precio con IVA. €/kg indicado por tienda. Equivalente retail, no formato 1 kg.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0749,CEBOLLITAS ENCURTIDAS,0.0,,PENDIENTE,,,,2026-06-13,,Cebollitas encurtidas: no localizado precio oficial claro en fuentes objetivo.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0750,CONCENTRADO CARNE BOVRIL 500G,0.0,33.34,MAKRO,KNORR PROFESSIONAL Bovril bote 500 g,16.67,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X800816/0032/0021/Knorr-Professional-jugo-carne-bovril-bote-500g,Precio con IVA/IGIC incluido. Convertido a €/kg desde bote 500 g.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0751,COUS COUS ALI BABA 1KG,0.0,1.99,CONSUM,LA MOSQUERA cous cous 1 kg,1.99,1 kg,2026-06-13,https://tienda.consum.es/es/p/cous-cous/7427672,Precio con IVA. €/kg.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0752,CREMA CACAHUETE C MANI SUAVE 510G,0.0,8.6,CONSUM,CONSUM crema de cacahuete 500 g,4.3,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/cremas-untar/1890,Producto equivalente a crema de cacahuete. Convertido a €/kg.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0753,ENCURTIDOS MIX PICADILLO,0.0,,PENDIENTE,,,,2026-06-13,,Encurtidos mix/picadillo: no localizado equivalente claro.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0754,ESPAGHETTI ARO 1 KG,0.0,1.2,CONSUM,CONSUM spaghetti paquete 1 kg,1.2,1 kg,2026-06-13,https://tienda.consum.es/es/p/spaghetti-paquete/7262488,Precio con IVA. €/kg.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0755,ESPARRAGO YEMAS FINA 1ªARO,0.0,17.27,CONSUM,PELLI alcachofas 16/20 piezas frasco 165 g,2.85,165 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/conservas-vegetales/1577,No es yema fina ARO exacta; referencia de conserva vegetal. Marcar para revisión antes de MASTER.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0756,"ESPARRAGOS BLANCO TALLO 1,5 K",0.0,,PENDIENTE,,,,2026-06-13,,Espárrago blanco conserva: reservar para lote09 almacén seco/conservas.,PENDIENTE,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv
ING-0757,ESPARRAGOS P.B.9-12 ARO LT 500,0.0,,PENDIENTE,,,,2026-06-13,,Espárrago P.B. 9/12 ARO 500 g: no localizado formato exacto con precio actual.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0758,ESPECIAS AJO EN POLVO 85 G,0.0,46.38,CONSUM,DUCROS ajo tarro 58 g,2.69,58 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,Precio con IVA. €/kg indicado por tienda. Equivalente a ajo en polvo.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0759,ESPECIAS BAYAS DE ENEBRO 275 G,0.0,,PENDIENTE,,,,2026-06-13,,Bayas de enebro 275 g: no localizado formato claro; revisar proveedor profesional.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0760,ESPECIAS CARDAMOMO 225 g,0.0,,PENDIENTE,,,,2026-06-13,,Cardamomo 225 g: no localizado formato claro; revisar proveedor profesional.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0761,ESPECIAS CAYENA,0.0,69.7,CONSUM,DUCROS pimienta cayena molida tarro 38 g,2.65,38 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Equivalente a especias cayena. Convertido desde 6,97 €/100 g a €/kg.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0762,ESPECIAS CEBOLLA EN POLVO 60 GR,0.0,,PENDIENTE,,,,2026-06-13,,Cebolla en polvo 60 g: no localizado precio oficial claro.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0763,ESPECIAS CLAVO GRANO HS 300G,0.0,150.0,CONSUM,DUCROS clavos enteros tarro 23 g,3.45,23 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. €/kg indicado como 15,00 €/100 g. Formato retail, no 300 g.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0764,ESPECIAS CLAVO MOLIDO,0.0,,PENDIENTE,,,,2026-06-13,,Clavo molido: no localizado precio oficial claro; no sustituyo por clavo entero.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0765,ESPECIAS COLORANTE ALIMENTARIO,0.0,36.5,CONSUM,DUCROS colorante alimentario tarro 60 g,2.19,60 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0766,ESPECIAS COMINO GRANO 660 G,0.0,68.3,CONSUM,DUCROS comino entero tarro 35 g,2.39,35 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 6,83 €/100 g a €/kg. Formato retail, no 660 g.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0767,ESPECIAS COMINO MOLIDO ARO 45G,0.0,34.75,CONSUM,CONSUM comino molido pequeño,1.39,40 g aprox.,2026-06-13,https://tienda.consum.es/vl/p/cous-cous/7427672,Fuente relacionada muestra comino molido Consum. Precio estimado por formato pequeño; revisar antes del MASTER.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0768,ESPECIAS CURRY,0.0,61.7,CONSUM,DUCROS curry tarro 42 g,2.59,42 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 6,17 €/100 g a €/kg.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0769,ESPECIAS ENELDO SECO,0.0,,PENDIENTE,,,,2026-06-13,,Eneldo seco: no localizado precio oficial claro en fuentes objetivo.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0770,ESPECIAS NUEZ MOSCADA 500G,0.0,28.33,CONSUM,CONSUM nuez moscada molida 60 g,1.7,60 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615?page=4,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv
ING-0771,ESPECIAS OREGANO 140 g gm cash,0.0,269.0,CONSUM,DUCROS orégano tarro 10 g,2.69,10 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 26,90 €/100 g a €/kg. Formato retail, no 140 g.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0772,ESPECIAS PEBRELLA 110 g,0.0,212.7,CONSUM,SABATER pebrella tarro 15 g,3.19,15 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 21,27 €/100 g a €/kg. Formato retail, no 110 g.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0773,ESPECIAS PIMIENTA BLANCA MOLIDA 550G,0.0,,PENDIENTE,,,,2026-06-13,,Pimienta blanca molida 550 g: no localizado formato claro; no sustituyo por pimienta negra.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0774,ESPECIAS PIMIENTA JAMAICA 50 G,0.0,,PENDIENTE,,,,2026-06-13,,Pimienta Jamaica 50 g: no localizado precio oficial claro.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0775,ESPECIAS PIMIENTA NEGRA ENTERA 500 G,0.0,,PENDIENTE,,,,2026-06-13,,Pimienta negra entera 500 g: no localizado formato claro; no sustituyo por molida.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0776,ESPECIAS PIMIENTA ROSA,0.0,,PENDIENTE,,,,2026-06-13,,Pimienta rosa: no localizado precio oficial claro.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0777,ESPECIAS PIMIIENTA NEGRA MOLIDA,0.0,89.8,CONSUM,DUCROS pimienta negra molida tarro 40 g,3.59,40 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 8,98 €/100 g a €/kg.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0778,ESPECIAS ROMERO,0.0,,PENDIENTE,,,,2026-06-13,,Romero seco: no localizado precio oficial claro en fuentes objetivo.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0779,ESPECIAS SEMILLAS CILANTRO 250 G,0.0,,PENDIENTE,,,,2026-06-13,,Semillas de cilantro 250 g: no localizado precio oficial claro en fuentes objetivo.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0780,ESPECIAS TOMILLO,0.0,,PENDIENTE,,,,2026-06-13,,Tomillo seco: no localizado precio oficial claro en fuentes objetivo.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0781,ESPECIES HOJA LAUREL 35 G,0.0,66.0,CONSUM,SABATER laurel en hojas caja 15 g,0.99,15 g,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-y-condimentos/sal-bicarbonato-y-especias/especias/1615,"Precio con IVA. Convertido desde 6,60 €/100 g a €/kg.",ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0782,ESPIRULINA,0.0,,PENDIENTE,,,,2026-06-13,,Espirulina no localizada con precio oficial claro en fuentes objetivo.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0783,ESTERILLA SUSHI,0.0,,PENDIENTE,,,,2026-06-13,,Esterilla sushi es material/utensilio; no actualizar como ingrediente.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0784,FABES ASTURIANAS,0.0,,PENDIENTE,,,,2026-06-13,,Fabes asturianas: no localizado equivalente claro de fabes secas; no sustituyo por fabada preparada.,PENDIENTE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0785,FIDEO FINO Nº4,0.0,2.67,CONSUM,GALLO fideo 4 paquete 450 g,1.2,450 g,2026-06-13,https://tienda.consum.es/es/p/fideo-4-paquete/7364979,Precio con IVA. €/kg indicado por tienda. Equivalente a fideo fino nº4.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0786,FIDEO ARROZ 250G,0.5,9.56,CONSUM,TIGER KHAN fideos vermicellis de arroz 250 g,2.39,250 g,2026-06-13,https://tienda.consum.es/es/c/despensa/cocina-internacional/asiatico/4509,Precio con IVA. Convertido a €/kg desde 250 g.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0787,FIFEO FINO Nº 2 gallo 3k,0.0,2.67,CONSUM,GALLO fideo 2 paquete 450 g,1.2,450 g,2026-06-13,https://tienda.consum.es/es/p/fideo-2-paquete/7364961,Precio con IVA. €/kg indicado por tienda. El inventario indica 3 kg; se usa formato retail 450 g.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0788,GALLETA MARIA LEC ARO 200GX4,0.0,3.16,CONSUM,CONSUM galleta María dorada 800 g aprox.,2.53,800 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/galletas/1912?page=2,Referencia de galleta María Consum; revisar formato ARO 200 g x4.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0789,GARBANZO 1K,0.0,2.5,CONSUM,CONSUM garbanzo lechoso paquete 1 kg,2.5,1 kg,2026-06-13,https://tienda.consum.es/es/p/garbanzo-lechoso-paquete/7316763,Precio con IVA. €/kg.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0790,GARBANZO COCIDO 575 G mercadona,0.0,2.0,CONSUM,CONSUM garbanzo cocido frasco 400 g,0.8,400 g,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/legumbres/garbanzos-secos/5042,Precio con IVA. €/kg indicado por tienda. Oferta vigente en fuente.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0791,GARBANZO COCIDO NAT HS 3K,0.0,2.0,CONSUM,CONSUM garbanzo cocido frasco 400 g,0.8,400 g,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/legumbres/garbanzos-secos/5042,Equivalente retail; el inventario indica HS 3 kg. Precio con IVA €/kg.,ACTUALIZABLE,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv
ING-0795,HARINA ARROZ GLUTINOSO 400G,0.5,4.475,MAKRO,FLOURISH harina de arroz glutinoso 400 g,1.79,400 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X216547/0032/0021/FLUORISH-harina-de-arroz-glutinoso-400-g,Precio con IVA/IGIC indicado en categoría. Convertido a €/kg desde 400 g.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0796,HARINA DE TEMPURA,0.5,3.38,CONSUM,HARIMSA preparado para rebozar tempura sin huevo 500 g,1.69,500 g,2026-06-13,https://tienda.consum.es/es/p/preparado-para-rebozar-tempura-sin-huevo/7405124,Precio con IVA. Convertido a €/kg desde 500 g.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0797,HARINA GARBANZO PEDRO S/G DOY 2K,0.5,4.23,CONSUM,HARIMSA harina de garbanzo paquete 400 g,1.69,400 g,2026-06-13,https://tienda.consum.es/es/p/harina-de-garbanzo-paquete/7321276,Producto equivalente sin gluten. Precio con IVA. Convertido a €/kg desde 400 g.,ACTUALIZABLE,lote02,actualizacion_precios_lote2_con_mermas.csv
ING-0799,HUMO EN POLVO SOSA 500G,0.0,39.8,MAKRO,SOSA Ingredients humo en polvo 500 g,19.9,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X153161/0032/0021/Sosa-ingredients-humo-en-polvo-500g,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0801,JUGO CARNE BOVRIL 500G,0.0,33.34,MAKRO,KNORR PROFESSIONAL Bovril bote 500 g,16.67,500 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X800816/0032/0021/Knorr-Professional-jugo-carne-bovril-bote-500g,Precio con IVA/IGIC incluido. Convertido a €/kg desde bote 500 g.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0809,MANTEQUILLA CACHUETE 510 G,0.0,8.6,CONSUM,CONSUM crema de cacahuete 500 g,4.3,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/cremas-untar/1890,Producto equivalente a mantequilla/crema de cacahuete. Precio estimado de categoría Consum; revisar antes de importación final.,ACTUALIZABLE,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv
ING-0813,"MELOCOTON.EXT.ALMIBAR 1,4K",0.0,4.2467,MAKRO,ARO melocotón gajo en almíbar lata 1500 g neto escurrido,6.37,1500 g neto escurrido,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X220459/0032/0021/aro-Melocot%C3%B3n-gajo-almibar-lata-1500-gne-%282600-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg neto escurrido.,ACTUALIZABLE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0814,MERMELADA FRAMBUESA 340g mercadona,0.0,,PENDIENTE,,,,2026-06-13,,Mermelada frambuesa Mercadona: reservar para lote08/lote09; requiere consulta específica.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0815,MIEL MULTIFLORAL HS 1KG,0.0,6.2,CONSUM,CONSUM miel milflores dosificador 500 g,3.1,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/mermeladas-confituras-y-miel/miel/1569,Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0816,MIEL MULTIFLORES 500 G mercadona,0.0,6.2,CONSUM,CONSUM miel milflores dosificador 500 g,3.1,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-y-cafe/mermeladas-confituras-y-miel/miel/1569,Equivalente a miel multiflores 500 g. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0822,NODDLES DE ARROZ 250 G FIDEOS,0.0,9.96,CONSUM,GO-TAN tallarines de arroz 250 g,2.49,250 g,2026-06-13,https://tienda.consum.es/es/c/despensa/cocina-internacional/asiatico/4509,Equivalente a noodles/fideos de arroz. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0824,PAN DE MOLDE HOSTELERIA 1K,0.0,4.98,CONSUM,BIMBO pan molde rebanada estilo artesano 500 g,2.49,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/panes-y-tostadas/5153,Equivalente retail a pan de molde. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0825,PAN GAMBAS HAINAM 1KG,0.0,27.0,CONSUM,ZANUY pan de gamba bolsa 50 g,1.35,50 g,2026-06-13,https://tienda.consum.es/es/c/despensa/cocina-internacional/asiatico/4509,"Precio con IVA. €/kg indicado por tienda. Formato retail, no 1 kg Hainam.",ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0826,PAN NEGRO 82% CENTENO 500G,0.0,4.05,CONSUM,Pan de centeno 33% 210 g,0.85,210 g,2026-06-13,https://tienda.consum.es/es/p/pan-de-centeno-33/7460657,"Equivalente parcial a pan negro/centeno, no 82%. Precio con IVA. €/kg indicado por tienda; revisar antes del MASTER.",ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0827,PAN PANKO RALLADO JAPONES 1KG,0.0,11.0,CONSUM,FRUMEN pan rallado estilo japonés panko 150 g,1.65,150 g,2026-06-13,https://tienda.consum.es/es/p/pan-rallado-estilo-japones-panko/7282239,"Precio con IVA. €/kg indicado por tienda. Formato retail, no 1 kg.",ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
