codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,lote_origen,archivo_origen,_tiene_precio,_score,seleccionado_master,motivo_resolucion
ING-0572,COLORANTE NEGRO PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0572,COLORANTE NEGRO PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0572,COLORANTE NEGRO PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g negro: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0572,COLORANTE NEGRO PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0572,COLORANTE NEGRO PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0572,COLORANTE NEGRO PASTA 200 G,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0573,COLORANTE ROJO PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0573,COLORANTE ROJO PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0573,COLORANTE ROJO PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g rojo: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0573,COLORANTE ROJO PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0573,COLORANTE ROJO PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0573,COLORANTE ROJO PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0574,COLORANTE VERDE PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0574,COLORANTE VERDE PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0574,COLORANTE VERDE PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g verde: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0574,COLORANTE VERDE PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0574,COLORANTE VERDE PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0574,COLORANTE VERDE PASTA 200G,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0575,COLORANTE VIOLETA PASTA (AZUL),0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0575,COLORANTE VIOLETA PASTA (AZUL),0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0575,COLORANTE VIOLETA PASTA (AZUL),0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g violeta/azul: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0575,COLORANTE VIOLETA PASTA (AZUL),0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0575,COLORANTE VIOLETA PASTA (AZUL),0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0575,COLORANTE VIOLETA PASTA (AZUL),0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g: no actualizado porque las fuentes localizadas eran colorantes en polvo/laca, no el formato exacto de pasta.",lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante de pastelería/decoración: reservar para lote12 o lote08, no lote verduras.",lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración; reservar para lote08/lote12.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,"Colorante en pasta 200 g amarillo limón: no localizado con precio oficial claro. Consum tiene colorantes líquidos Vahiné 3x6 ml como alternativa, pero no es equivalente técnico.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: colorante de pastelería/decoración. Reservado para lote08/lote12.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,Colorante de pastelería/decoración: reservado para lote08/lote12.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0576,COLORANTEAMARILLO LIMÓN PASTA 200g,0.0,,PENDIENTE,,,,2026-06-13,,"Fuera de lote: colorante de pastelería/decoración, lote08/lote12.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0577,CONFITURA FRAMBUESA 3K,0.0,,PENDIENTE,,,,2026-06-13,,Confitura frambuesa 3 kg: reservar para lote08/lote09 conservas y pastelería.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0577,CONFITURA FRAMBUESA 3K,0.0,,PENDIENTE,,,,2026-06-13,,Confitura frambuesa 3 kg no localizada con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0578,DÁTIL SIN HUESO,0.0,7.3,CONSUM,CONSUM dátil sin hueso doypack 300 g,2.19,300 g,2026-06-13,https://tienda.consum.es/es/p/datil-sin-hueso-doypack/7381226,Precio con IVA. Convertido a €/kg desde 300 g.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0578,DÁTIL SIN HUESO,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: dátil sin hueso ya tratado en lote02.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0578,DÁTIL SIN HUESO,0.0,7.3,CONSUM,CONSUM dátil sin hueso doypack 300 g,2.19,300 g,2026-06-13,https://tienda.consum.es/es/p/datil-sin-hueso-doypack/7381226,Precio con IVA. €/kg indicado por tienda.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0580,DISCO DORADA 21cm redonda 100 U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación/envase; reservar para lote de packaging o costes indirectos, no ingrediente.",lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0580,DISCO DORADA 21cm redonda 100 U,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0581,DISCO ORO BOR LISO 26 CM,0.0,,PENDIENTE,,,,2026-06-13,,"Material de presentación, envase o consumible. Reservar para lote específico de packaging/costes indirectos; no actualizar como ingrediente.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0581,DISCO ORO BOR LISO 26 CM,0.0,,PENDIENTE,,,,2026-06-13,,Disco oro 26 cm: decoración/packaging; no conviene actualizar como ingrediente alimentario sin decidir unidad de coste.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0582,DULCE BONIATO,0.0,,PENDIENTE,,,,2026-06-13,,Dulce de boniato: reservar para lote08 pastelería.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0582,DULCE BONIATO,0.0,,PENDIENTE,,,,2026-06-13,,Dulce de boniato no localizado con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0584,FIDEO CHOCOLATE 1K,0.0,31.69,CONSUM,VAHINÉ fideos chocolate 71 g,2.25,71 g,2026-06-13,https://tienda.consum.es/es/c/despensa/desayuno-dulces-cafe/reposteria-para-preparar/decoracion-postres/5254,"Equivalente retail, no formato 1 kg. Precio con IVA. €/kg indicado por tienda.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0584,FIDEO CHOCOLATE 1K,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: fideo de chocolate tratado en lote08 pastelería.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0584,FIDEO CHOCOLATE 1K,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0585,FRAMBUESA congelada,0.0,9.72,MAKRO,METRO Chef frambuesas 1 kg congelado,9.72,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221047/0032/0021/Metro-Chef-frambuesas-1-kg-congelado,"Precio con IVA/IGIC incluido. Producto congelado limpio, merma 0%.",lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0585,FRAMBUESA congelada,0.0,9.72,MAKRO,METRO Chef frambuesas congeladas 1 kg,9.72,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221047/0032/0021/Metro-Chef-frambuesas-1-kg-congelado,Precio con IVA/IGIC incluido. €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0586,FRAMBUESA BRISURA congelada,0.0,,PENDIENTE,,,,2026-06-13,,Frambuesa brisura congelada: no localizada como producto exacto; revisar proveedor profesional.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,15,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0586,FRAMBUESA BRISURA congelada,0.0,,PENDIENTE,,,,2026-06-13,,Frambuesa brisura congelada no localizada como producto exacto; revisar proveedor profesional.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0587,FRESA LIOFILIZADA 50G,0.0,,PENDIENTE,,,,2026-06-13,,Fresa liofilizada 50 g: reservar para lote08 pastelería; no localizado precio claro en fuentes objetivo.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0587,FRESA LIOFILIZADA 50G,0.0,,PENDIENTE,,,,2026-06-13,,Fresa liofilizada 50 g no localizada con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0588,FRESÓN CONGELADO 1K,0.0,,PENDIENTE,,,,2026-06-13,,Fresón congelado: reservar para revisión de fruta congelada; no localizado equivalente exacto.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,15,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0588,FRESÓN CONGELADO 1K,0.0,,PENDIENTE,,,,2026-06-13,,Fresón congelado 1 kg no localizado con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0589,FRUTAS BOSQUE COCTEL CONGELADO 1K,0.0,7.75,MAKRO,La Cuerva frutas del bosque 1 kg,7.75,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X953696/0032/0021/La-Cuerva-frutas-del-bosque-1kg,Precio con IVA/IGIC incluido. €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0589,FRUTAS BOSQUE COCTEL CONGELADO 1K,0.0,,PENDIENTE,,,,2026-06-13,,Frutas del bosque cóctel congelado: ya tratado como referencia en lote06 frutas.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0592,GELATINA HOJAS 1K,0.0,27.1692,MAKRO,ROYAL gelatina neutra en bote 650 g,17.66,650 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X481952/0032/0021/Royal-gelatina-neutra-botella-650g,Equivalente a gelatina en hojas para escandallo; no formato hojas 1 kg. Convertido a €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1110,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0592,GELATINA HOJAS 1K,0.0,,PENDIENTE,,,,2026-06-13,,Gelatina hojas 1 kg: no localizado formato profesional exacto; las fuentes eran formatos pequeños o gelatina en polvo.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,30,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0595,HARINA CENTENO 5K,,,PENDIENTE,,,,2026-06-13,,No localizado formato harina de centeno 5 kg con precio oficial claro en Makro/Consum/Mercadona.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0595,HARINA CENTENO 5K,0.5,,PENDIENTE,,,,2026-06-13,,Duplicado/harina: harina centeno 5 kg ya quedó pendiente en lote02.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-110,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0596,HARINA DE CENTENO INTEGRAL 5K,,,PENDIENTE,,,,2026-06-13,,No localizado formato harina de centeno integral 5 kg con precio oficial claro en Makro/Consum/Mercadona.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0596,HARINA DE CENTENO INTEGRAL 5K,0.5,,PENDIENTE,,,,2026-06-13,,Duplicado/harina: harina centeno integral 5 kg ya quedó pendiente en lote02.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-110,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0597,HARINA DE MEDIA FUERZA,0.5,1.1128,MAKRO,METRO Chef harina 00 W260-290 saco 25 kg,27.82,25 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221139/0032/0021/METRO-Chef-harina-00-W260-290-saco-25-kg,Precio con IVA/IGIC incluido. Equivalente a harina de media fuerza. Convertido a €/kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0597,HARINA DE MEDIA FUERZA,0.5,1.1128,MAKRO,METRO Chef harina 00 W260-290 saco 25 kg,27.82,25 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221139/0032/0021/METRO-Chef-harina-00-W260-290-saco-25-kg,Duplicado de lote02. Precio con IVA/IGIC incluido. Convertido a €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1065,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0598,HARINA ESPECIAL 80W,0.5,0.72,CONSUM,CONSUM harina de trigo clásica 1 kg,0.72,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-clasica/7426091,"Producto equivalente aproximado a harina floja/común, no se especifica W80. Precio con IVA. €/kg.",lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0598,HARINA ESPECIAL 80W,0.5,0.72,CONSUM,CONSUM harina de trigo clásica 1 kg,0.72,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-clasica/7426091,Equivalente a harina floja/especial 80W. Precio con IVA. €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1120,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0599,HARINA FLOJA 25 K,0.5,0.72,CONSUM,CONSUM harina de trigo clásica 1 kg,0.72,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-clasica/7426091,"Producto equivalente en formato retail 1 kg, no saco 25 kg. Precio con IVA. €/kg.",lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0599,HARINA FLOJA 25 K,0.5,0.72,CONSUM,CONSUM harina de trigo clásica 1 kg,0.72,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-clasica/7426091,"Producto equivalente en formato retail, no saco 25 kg. Precio con IVA. €/kg.",lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1120,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0600,HARINA FUERZA 25 K,0.5,1.1128,MAKRO,METRO Chef harina 00 W290-320 saco 25 kg,27.82,25 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221141/0032/0021/METRO-Chef-harina-00-W290-320-saco-25-kg,Precio con IVA/IGIC incluido. Equivalente harina de fuerza. Convertido a €/kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0600,HARINA FUERZA 25 K,0.5,1.1128,MAKRO,METRO Chef harina 00 W290-320 saco 25 kg,27.82,25 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X221141/0032/0021/METRO-Chef-harina-00-W290-320-saco-25-kg,Duplicado de lote02. Precio con IVA/IGIC incluido. Convertido a €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1065,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0601,HARINA INTEGRAL TRIGO 5K,0.5,0.9,CONSUM,CONSUM harina de trigo 100% integral 1 kg,0.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-100-integral/7426104,"Producto equivalente en formato retail 1 kg, no saco 5 kg. Precio con IVA. €/kg.",lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0601,HARINA INTEGRAL TRIGO 5K,0.5,0.9,CONSUM,CONSUM harina de trigo 100% integral 1 kg,0.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/harina-de-trigo-100-integral/7426104,Duplicado de lote02. Precio con IVA. €/kg.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,SI,1065,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0602,HIGO SECO,0.0,,PENDIENTE,,,,2026-06-13,,Higo seco: reservar para lote08 pastelería/frutos secos.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0602,HIGO SECO,0.0,,PENDIENTE,,,,2026-06-13,,Higo seco no localizado con precio oficial claro en fuentes objetivo.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0604,HUEVO ENTERO PASTEURIZADO,0.0,5.49,MAKRO,METRO Chef huevo líquido botella 1 L,5.49,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X198469/0032/0021/METRO-Chef-huevo-l%C3%ADquido-botella-1-L,"Precio con IVA/IGIC incluido. €/L. Producto pasteurizado sin cáscara, merma 0%.",lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0604,HUEVO ENTERO PASTEURIZADO,0.0,5.49,MAKRO,METRO Chef huevo líquido pasteurizado botella 1 L,5.49,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X198469/0032/0021/METRO-Chef-huevo-l%C3%ADquido-botella-1-L,"Precio con IVA/IGIC incluido. €/L. Producto pasteurizado, merma 0%.",lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
